851	2893	1807	1172	5889
1398	2283	3011	97	2412
5248	565	8898	8348	7072
5888	76	8160	4062	6374
4565	4177	2531	2935	3922
1998	3346	9692	3122	7255
3683	6806	3728	1736	668
9316	2526	7464	6983	2618
8709	6687	6407	808	5951
3815	7255	1204	8302	5102
73	8106	4451	8851	2453
7809	6233	804	602	773
7354	9422	5277	5855	4340
8431	9923	7936	440	2043
8066	3765	4150	6447	9672
7704	4341	6080	6446	7533
6700	9643	5993	8879	7424
3361	6425	5044	9595	976
7452	3272	825	1366	6149
454	432	2349	2376	6120
7695	7330	2131	2735	7733
5445	9186	3323	7407	6722
8977	4753	943	2138	6528
9086	6189	6484	8276	6545
7877	3935	9787	7379	6664
9705	6856	5011	1298	4498
6174	2377	8955	5173	7909
5729	5427	5094	7021	3206
224	8728	5767	6398	2172
4050	5566	9663	1622	479
7182	4738	1336	7093	2899
7554	9603	5617	9465	1196
2914	5086	5948	624	364
4792	493	4064	5020	4425
9410	7154	5966	4768	4158
3625	52	2174	2256	9473
764	2371	1167	2500	6789
3870	3842	4006	2706	6302
9986	815	216	6410	6434
6581	4232	6350	3698	8037
2219	1344	7342	5251	7576
8565	6084	3763	1728	6271
8926	534	4787	8673	5695
3525	3767	105	3761	8836
3496	577	7892	7909	3588
4140	1080	7402	9748	8618
8304	5818	9443	8060	7714
5365	352	9095	1341	5939
6236	7183	8823	5662	3044
3634	6118	6666	6395	9726
6958	9841	5720	231	6635
9559	199	9459	7009	6129
3107	8153	4859	7736	4890
3897	8281	1586	3290	4742
5106	7759	8032	2818	5621
4781	8108	4035	7885	7633
545	9490	8425	7888	5202
4615	5912	7237	7365	5522
4862	1413	7102	8301	8454
5167	5648	8632	8982	2849
3043	9815	7920	9603	5532
8190	3771	2415	6018	2805
7008	8920	5485	437	1167
9582	3568	125	7322	7055
8797	5675	6707	4996	4596
9606	5362	8775	7975	3224
7116	6199	8052	7825	4629
7790	1599	6774	5531	8720
6198	7901	6242	1907	5496
8205	1700	3502	4585	9247
7683	4562	4659	2940	2254
3995	9372	2869	591	9247
3880	6605	2561	8561	8186
5779	9825	1543	5564	1623
6621	848	4541	2733	4687
3109	4913	2194	6015	574
5011	5758	1623	3230	3720
6446	888	189	7477	1113
7236	2529	8414	2072	4287
8740	7847	3566	7473	111
4770	6410	8119	6365	216
8621	3465	5225	7166	6312
9912	9777	1987	8721	9645
6281	1125	4258	5140	2383
8765	8989	5376	1899	6846
139	2934	6506	4954	4034
3036	4572	9208	4076	6825
4564	135	5851	5746	8411
5507	6132	7810	9905	6127
9238	4364	6207	8246	3571
1714	452	9302	8000	3513
5090	9897	7567	6693	6033
7123	3139	7997	1573	6140
2479	2771	4105	1956	10
6327	8226	6566	9889	797
6917	9158	2583	6310	2809
8484	645	3625	1352	8407
2051	7280	3266	4558	2572
3327	205	9422	2758	7200
4624	618	7122	6600	7018
2766	5358	8944	3344	4931
6051	3382	6277	126	7159
8851	28	4400	7197	6432
6899	1477	2829	312	410
4980	2038	7783	2149	8337
3022	1793	3049	8241	2743
7442	785	7044	7748	2063
8274	8163	3564	1699	4162
5011	9626	7614	9797	8341
1582	2478	4815	2290	1692
711	3148	3088	4702	4045
461	9071	5205	5933	8236
7045	1100	5300	8487	3215
3972	3292	1976	5893	1370
4808	2602	4042	6900	8451
1228	4688	6340	4676	8154
1299	4785	282	8646	2429
7977	3102	8655	2990	6840
2351	9543	339	6193	7321
3442	3632	546	1026	8975
8979	802	3228	9145	4130
8435	3445	744	4725	1129
5751	877	3631	4919	4100
5267	8070	4579	964	7335
5315	8124	6378	4982	6662
5756	7805	5695	2620	8654
6427	3875	2167	357	4296
3756	1857	5623	8079	374
489	3435	7279	9993	2522
4040	678	7182	3488	509
7852	2615	7023	3312	1823
4153	4325	6989	5819	6556
6477	4123	6038	7565	8787
7371	1682	8308	4916	6562
9347	6706	1535	4031	2415
9675	3724	6680	1839	6189
1044	8134	195	7158	2805
7659	8247	1637	4872	6672
814	5390	6197	6773	1045
3894	5109	5933	8114	7200
4691	5008	8665	4574	6836
8107	8587	7669	6582	9415
3024	8671	6927	1463	7941
2705	8984	6657	7374	8993
2523	5272	9493	9311	988
4305	1263	4321	8502	9815
1635	5679	7330	1245	5795
2496	8555	3641	7085	1546
6488	234	3043	603	4738
3852	7768	7994	5650	381
1875	5952	1494	8725	4903
2881	2303	1200	251	7080
7842	6647	4383	5633	375
3464	4882	1488	971	1453
8669	8160	2849	6037	6035
1022	1018	2486	842	8823
2608	9578	1428	4272	2154
2488	6647	976	8874	6900
8180	9079	3382	8798	4478
3162	8481	1330	2716	8763
7725	8403	8545	9320	7843
3878	4315	3558	5343	1909
9148	1317	6835	5111	6963
9816	1410	8177	9035	7952
6335	6450	7507	499	3273
4835	2921	7054	4946	2792
403	9134	72	3709	2797
7643	5043	6964	1567	1835
6555	3526	2882	4545	3251
262	6516	3459	589	7217
9169	9947	9293	4425	9138
9607	7921	3043	4750	4595
7373	5472	9364	9866	4618
9694	1198	7091	400	427
6348	4226	8116	7163	8951
7133	2017	4898	4673	1685
282	9999	751	9459	8391
6618	1602	6176	1051	8043
4707	2272	4388	7383	7642
9231	1484	3466	6535	6004
5545	7266	3280	1332	26
8974	4939	3	1373	9849
5980	9193	3103	5518	9153
7044	5850	9654	1512	3247
3097	4261	6209	7769	9667
2487	9834	7501	266	2874
855	9865	9396	4904	2129
2774	2091	8528	1636	8951
661	3898	6852	100	8340
6365	9057	8671	1774	1442
5972	6185	7218	4727	34
338	3032	9987	9306	5039
5897	4118	7838	2784	9825
9534	9974	7650	5032	3150
1018	4143	391	9691	1179
4687	301	1563	9257	5330
4278	7205	9266	2745	2137
9035	263	3318	690	5831
9379	2372	1432	2853	1114
9725	6324	252	1985	6305
6604	1130	9255	2688	8609
5903	7435	8759	6383	3828
8387	3299	4893	1701	5770
5898	1738	4426	8954	3186
8309	9876	4310	712	9493
1006	6545	2647	8709	615
374	7072	6538	9546	8112
7679	1686	8350	8787	1756
6001	3991	1841	2742	3592
2115	875	2793	9942	6072
8804	715	9649	3113	340
4788	3209	4930	4623	5786
2463	1747	2636	6408	9633
4295	5801	18	1214	1467
7665	2313	3384	4474	2373
9876	7544	3152	1502	4031
6532	2294	9550	6185	2494
3356	8009	9117	7368	1813
5439	8128	5872	2033	4286
5219	2339	4061	9697	3126
9595	9622	9807	1469	3037
8426	3637	7042	3913	3415
4859	6016	6734	9377	3666
2788	6432	244	2614	7048
6016	9188	7449	3631	9382
6284	8474	7929	8006	2579
1330	363	1087	2435	8572
6001	9191	4082	5504	2091
9328	5512	2268	7063	4414
6294	9410	7984	9838	9455
8247	6032	1530	9397	5484
2356	3662	2338	8975	2792
4766	2329	5178	8966	4170
1524	3338	9506	1912	8122
4810	1780	5311	6728	2263
6263	1737	8192	5041	3060
2852	5681	1855	4954	9186
2850	3008	5904	5531	6285
9732	5261	3252	6998	9693
2696	8905	3956	1063	8737
5352	3163	3233	1539	794
4057	6724	7459	9197	2507
9880	484	6127	454	1417
2389	6265	4634	8807	5204
6089	7349	7277	8166	634
3921	4194	8728	6086	1665
2883	1265	8805	753	5422
5375	7597	5107	1597	1419
2697	5239	6976	5606	6102
8687	5040	3599	9185	9205
9559	8374	7561	1749	8000
6847	9714	4300	886	8386
6049	9319	6582	6237	4188
3748	3960	2560	4362	285
232	5196	825	1121	8516
3362	1264	3662	6637	8910
8072	9772	287	810	9913
2714	833	3196	7018	4370
1095	9498	2438	1069	9607
4828	2304	4777	2998	6809
2226	2523	193	5918	2723
7308	1890	7107	6164	198
7939	9639	3264	4009	6214
4627	6378	6087	5340	4525
7040	5680	2406	7128	9746
4873	3200	2357	7169	5378
5838	9634	9991	2353	4979
936	4236	5420	2943	2168
5519	1279	8167	3549	9101
5901	6984	3149	8412	1436
591	7232	5238	3401	7379
592	6375	451	7860	4505
4404	6994	3890	4689	120
2205	2323	2347	1660	9814
6627	1303	2493	3930	9500
3454	9053	161	1293	8532
1028	9666	4844	1855	2992
8910	6328	7603	9011	5038
8886	6261	7853	446	631
922	4305	5805	1870	519
1532	7246	8544	8803	3123
9161	12	5762	4044	6729
9987	2104	2947	3938	937
1810	8474	3253	7899	9801
9788	5265	1424	6636	192
8913	8393	6337	2904	6200
3572	4443	665	1130	3307
9520	459	6718	15	5464
9870	1490	1125	6029	1859
8559	5	9663	9046	4801
4388	330	841	1659	7826
6222	9955	7769	1137	8729
5297	7307	3137	9828	4227
5725	4456	9955	8191	8661
7119	8679	9227	4658	9938
4761	4031	7305	7975	63
7121	6503	5081	8482	2689
4244	1582	4116	6705	4090
7952	5720	1247	4884	4943
2525	1070	4341	9417	4995
5926	9184	9995	5553	4960
6525	4837	134	7351	4920
2617	5723	2686	5200	7416
8912	4753	1629	2361	457
2840	7936	4887	7908	8903
5410	5972	4393	3344	8209
8832	2527	1394	5931	6110
6024	9572	9195	2601	1468
4741	6644	7112	8135	191
123	6880	2576	709	8164
5125	6543	9022	3814	559
4867	6305	2372	6053	5254
5508	5800	1475	2394	8913
5338	3972	218	9221	8229
3741	5795	9428	8779	7498
7670	6322	6537	2922	2840
7543	4168	2485	4856	6509
4427	1179	8060	1678	7801
4386	1357	8154	1760	2833
3456	5397	2188	8378	7092
2754	8894	9903	2000	7754
6733	7828	4453	4235	2231
327	3050	4323	3960	1395
840	2126	728	6839	1983
6307	9167	84	6828	27
8424	4111	6684	3202	502
6127	2045	8157	5578	527
8529	522	5109	2930	3021
7541	4712	7887	5638	2582
1374	2319	5374	3992	3436
7378	6335	6876	9948	793
7376	9218	2475	2484	6624
7525	3681	2374	7668	9082
8545	4324	321	8901	655
6783	3855	5370	106	9481
3392	3144	2733	1727	437
9370	6829	4334	2230	9832
1626	3213	3547	5091	5494
7662	6903	6315	6410	8206
4400	4791	5015	4156	4288
7319	5239	5572	9139	1785
5987	9052	1073	7510	6850
6718	2696	5527	3733	9173
9703	6469	1592	1138	7298
3877	3064	9188	7443	7510
1017	8676	1023	4712	7392
4706	464	6361	4275	4284
2303	2061	660	8373	7046
6889	3973	492	9489	3309
8956	6025	7589	3123	3958
1310	1998	1412	3396	3374
4133	2657	8046	8585	9423
6969	2246	1786	7191	2035
106	542	9563	9730	4117
1820	692	8422	2725	7744
1764	299	6160	2737	2496
888	5594	1279	5178	6668
9885	5045	1200	7949	8171
1365	1773	4850	8497	8824
9033	2371	6512	3582	3119
3059	6817	1353	9776	5740
1476	5290	3790	4897	2337
4583	2421	7300	2635	5193
9601	3432	9030	3885	3143
2864	1662	5157	859	9601
8795	2388	6826	8081	6403
4352	8897	3969	5668	5282
7181	8860	1124	8859	9750
3657	6620	8646	8906	8874
4161	8367	694	1157	6798
5767	8363	740	5536	3630
5597	7709	1662	9234	2352
8798	6262	6990	4570	2434
4687	1597	7036	4534	536
9384	7952	4712	6218	443
1484	5431	4190	155	1099
7135	220	1073	6878	5362
1050	4147	7425	1552	9786
7715	425	8907	2780	461
532	6845	2066	4835	930
701	7256	9833	3460	884
3166	2298	5768	8295	3518
3605	8542	2558	708	2384
4697	1033	3894	1144	4835
8815	9303	9936	6521	5391
3360	6603	3606	9532	4116
8876	5336	7827	6330	6079
4347	7480	1991	8302	2686
2297	4342	595	9610	5836
5095	8207	7556	7980	3907
3999	3604	4264	1206	7334
6312	1523	219	8831	8672
5768	6732	3043	7540	3831
6988	5787	1643	879	5245
5048	1352	4149	3549	207
9974	6688	1473	1463	3076
7042	4581	7166	5203	1990
6476	788	8831	542	6078
3480	3955	4833	7193	5197
4690	3473	9810	8952	8529
3559	8729	3382	805	6069
4798	3859	582	4097	2979
5045	5844	2642	5248	3718
8892	3593	7790	6431	9514
3735	7501	688	2763	3337
7410	1812	3485	3598	4697
6176	555	5995	4375	1065
4453	8268	2460	2195	5962
3325	1454	4283	5689	2380
4361	1381	790	2551	4258
9472	5390	907	9193	5783
3266	6095	1192	2101	5698
1319	6625	5595	1157	4980
4622	8653	1491	9301	6622
8672	3938	47	4760	3221
6545	6400	3997	761	6679
6505	2528	8805	8217	6851
8497	5818	9809	1635	6526
8185	2041	5433	7968	8335
3930	9413	8497	444	2256
4541	6825	9798	6325	573
2810	1754	5515	1764	6888
306	8963	6527	4081	5350
2152	2918	1082	1734	3789
9795	8610	6379	5235	4206
807	2841	1027	9488	5758
7608	6270	7484	497	7215
1489	9568	8321	2215	5803
4607	6415	6768	8830	3284
3844	1079	6684	251	4102
264	3436	9965	3018	7902
4586	8284	5880	6538	7451
5876	6443	3213	2743	5807
7688	6752	9274	2634	8135
9576	3514	3924	4415	8979
5916	6408	5515	2876	5787
5210	7777	5328	4525	3558
6917	741	8068	3964	3381
6445	3666	1405	4066	4472
4569	5745	3821	654	3018
1768	1765	2169	9825	6416
5464	2682	4052	859	7349
4501	6354	7222	6567	507
1892	4054	6617	8955	8034
5434	6505	605	9673	7659
1763	9694	1217	3715	1889
7377	206	8565	4366	3632
6768	5507	9951	5253	1759
8329	6814	9940	1480	5413
5526	1536	8228	3075	5820
8466	5001	1966	4546	1593
2234	7845	1177	6320	5999
8579	3609	631	3760	4831
9723	6023	6749	8415	3965
220	8895	6912	9534	1602
3973	2217	5874	857	9987
3970	1223	1176	2398	3119
2975	2208	7594	1448	7754
560	3482	4735	8549	5476
6520	6292	5097	1539	8434
8957	6990	3900	4631	8937
1344	2754	4445	2798	5849
6549	5795	8677	604	4229
7630	1728	7753	9422	4535
567	172	3694	4867	9940
3558	1501	2792	468	7902
9885	7633	3344	8415	2852
923	1548	3458	3601	7342
2661	5678	3477	3205	7848
9390	118	7412	4516	5079
9660	1132	8940	6550	9618
550	340	7899	9188	6238
3264	5587	7269	3402	8616
1591	5486	6681	7020	6937
8523	1048	6162	5849	8482
737	3095	4782	8357	6658
8800	9385	628	7807	9352
92	6567	9743	1863	7338
6771	9083	9316	1933	7841
3864	1663	6599	4466	8090
853	511	3085	8866	7350
7915	7203	4001	7811	4003
2780	6333	7250	80	8404
5601	5291	6628	5287	8289
5254	7301	9919	4823	2522
8178	3434	7558	1861	9365
8063	5555	3607	5042	5997
7584	4690	9029	8506	7508
8149	6032	7762	4492	9539
5815	2349	7354	718	7034
628	7862	4979	1263	6779
8445	9590	7182	3904	4339
9995	1703	3542	1843	3360
7746	8824	2276	2447	9578
9661	2476	1351	3359	7334
330	6579	7262	4698	2219
2252	1178	404	8315	8021
2101	2696	9420	1586	2268
1006	4119	8221	4189	8689
2594	5785	5046	4828	8026
1746	2353	2031	6539	9998
9877	6690	276	3911	3852
5553	405	6329	9694	7633
7214	6433	2122	9720	9502
2896	3732	8419	4747	1624
5352	6284	2464	7721	1273
5369	3328	7966	8611	383
5282	3596	7950	745	6976
8215	7401	7508	6724	6159
4173	9389	8945	8869	5719
4348	7815	9145	3049	8084
1467	392	8761	6319	9584
8698	2666	1903	692	561
8085	9514	3640	198	6285
1991	2344	8598	1409	7119
1040	5173	6455	2556	6263
5137	9043	7936	1489	7626
9314	8322	2844	1687	2318
6932	8128	2211	7545	4476
7157	3101	4143	5425	2309
6592	9142	7636	1698	8323
9361	6375	6963	3713	7926
5858	9271	9340	3774	7631
4062	6880	2306	4892	9011
8253	7580	6116	1655	3884
160	4961	7806	4757	1560
7963	503	6959	2981	3868
4479	1047	1385	9472	8649
1	6323	7057	572	2323
9812	7884	7770	1691	4240
4833	2546	5930	1709	4313
5633	5886	2895	7928	5863
9099	8529	9755	9636	9372
9572	6711	5027	7499	3608
4406	5555	6346	1829	4170
4719	5219	5664	8136	3660
1294	1816	9173	6521	8099
1507	5512	4950	968	1678
4581	1087	5363	815	7842
99	5401	9921	5182	1387
8679	3492	727	8823	8699
7703	7472	5821	4335	4063
8906	8431	6742	8302	4628
2346	3290	4939	3995	8392
2138	4774	5680	5360	8721
7738	5203	4109	4377	87
6920	3215	191	6880	5164
3784	8464	5239	4871	7755
8332	7352	4427	3799	5928
2383	5018	9235	6919	3988
3795	3460	3456	2726	4400
981	389	26	4667	3757
9163	5340	298	3611	1753
102	8423	668	240	9872
6821	8560	1501	4673	7650
1609	1098	7800	6743	4709
3065	1229	3964	7845	5063
7346	8856	1532	7858	8256
8585	2720	1181	9616	5740
2454	345	4162	6664	7796
4646	9896	1274	3557	5625
7387	2426	6617	4270	689
6577	2666	4356	4816	2867
8827	895	6529	5863	643
3533	4534	5006	3079	9619
4540	364	499	5201	9318
6511	9041	2661	2718	6495
2021	8234	7755	9527	9205
5969	2205	1428	5040	3836
8269	3513	437	1873	6402
5787	8771	2419	7264	6477
8557	8789	6323	991	6370
5	5471	2139	5872	8608
4311	9866	2863	2647	2490
3720	951	9931	7796	8131
8096	4586	7134	7404	861
2280	877	6007	8332	9201
9342	6785	9410	7903	4688
5081	7181	812	9108	7206
5725	9037	4340	3031	7205
69	7326	4316	8076	8451
9198	4877	1324	3077	5920
5092	8055	4719	3784	1774
332	7895	4644	5345	7379
2049	3032	7774	8587	9860
393	9941	1715	7259	6589
8647	7519	6782	1540	6634
1393	7594	4845	9121	9908
4024	8621	2146	8005	4879
8379	7702	7590	4007	7583
3575	7500	6580	9939	7699
7544	4649	2111	7804	6902
2194	8536	3209	8334	8718
2563	3498	5652	6779	598
7277	2537	5486	3550	2521
9329	8924	9333	8132	7487
5208	6692	1524	9266	2881
3520	9621	2914	2164	4036
7712	9746	9833	7808	1664
9391	1311	5061	1404	2112
386	9936	7599	9208	9629
2838	2442	2049	1581	6301
4643	6134	5867	5105	7203
875	9233	920	312	3847
6453	3601	2720	1721	5169
8555	1583	6867	4578	3156
1984	3040	8278	3511	2685
2226	5538	8640	4513	8335
6517	7842	3669	3162	7941
9086	9649	9594	5887	2450
539	1644	2925	4649	5847
7806	8894	5249	2876	2422
7811	9012	7255	4743	7996
4965	4932	8663	4202	1893
747	8458	6886	672	9391
933	4118	3509	8438	9537
6609	5991	1509	3381	6406
5237	8519	1224	4975	3820
3380	6664	469	716	6138
6473	2044	9311	7847	3328
3282	6678	7740	4612	4359
4963	6405	3278	8370	3660
6298	1152	9031	8947	3664
8206	9285	9909	6166	9613
3482	2275	13	8587	7119
8670	7470	7571	5776	5371
526	1614	9048	7418	9452
5826	3801	6098	2459	2685
4963	6168	6610	230	75
5092	767	9887	9633	8363
4883	9855	3425	2412	1374
5575	7382	5628	4387	2734
6301	4180	3780	9963	500
264	17	9878	2764	5505
2376	5415	757	9830	7979
1524	6738	8657	9057	7016
9339	7150	2905	3343	5269
2958	2486	8863	2415	2615
1709	3694	2107	3939	4261
5046	8159	4799	8681	5220
20	6144	5827	4031	9582
9776	9118	6470	5382	6091
4836	1979	635	3268	4977
6196	2857	1800	682	8970
6709	8287	9527	3637	7791
9804	8419	4386	9800	5365
9692	8822	8519	316	3246
358	2120	2769	1175	7341
4473	1525	1485	3382	6854
6579	7599	6914	1660	7842
9482	801	7364	7863	3770
2263	469	2213	1907	78
1808	3171	8844	3324	6413
469	1592	2690	698	2410
9941	1875	4640	8843	9966
9880	4198	2899	5202	2739
3069	2011	9337	8488	2641
3854	9611	8023	2750	8800
4642	7803	1899	2698	2934
4949	2502	5341	3280	4645
5709	9355	7902	5082	4634
3713	2963	1548	6738	4414
3294	692	9061	7448	7269
2970	9400	8141	7473	8991
6056	5717	4673	4380	3775
3521	24	9627	2821	4568
6739	667	1356	5761	1487
8620	8181	7149	1286	1527
4770	7269	2786	8587	1279
2308	7518	232	3188	1632
2788	394	566	2419	7994
9111	8167	5931	6463	9921
2153	2848	8958	4074	8672
8688	3363	512	420	6463
1895	7154	5197	9763	2028
6505	1241	3436	2317	5931
9102	1188	2708	9541	3609
9779	2644	2403	6071	9436
3214	9558	6847	2628	5392
8437	8882	667	9536	5766
5498	5204	2695	9514	5371
5257	5382	6566	2354	3099
9827	3829	7813	4606	2007
8639	9670	9661	7600	1406
1468	111	4567	8972	6783
1560	9761	8878	9399	788
9445	9623	7831	957	294
1410	4503	8407	6990	826
1990	5009	994	1055	802
4158	3773	9640	3377	297
2561	8202	8019	8823	5947
4917	8838	9069	2457	9894
1386	364	4776	9184	3254
2393	6050	4326	2533	5454
4771	3822	7675	5660	5019
3793	8475	3197	889	8656
7937	6396	3971	883	9177
7638	1244	8724	3628	2760
2849	9647	682	1119	8115
1812	669	5552	4270	410
2039	1188	9921	9609	1267
5535	2803	9485	7961	6366
8980	8595	5614	2033	7407
3260	9251	1695	2636	8973
6262	1591	7102	4869	8042
3944	368	7013	231	3433
8470	8369	699	3677	1067
139	2605	4196	1890	5663
7018	9022	337	3319	9106
2789	7620	7477	8021	5255
3947	8403	2335	44	7599
2690	9918	7390	9364	5047
7470	7029	4059	6824	6482
6612	8567	7474	4931	2325
3225	2088	1552	630	8809
6438	5015	9228	1721	1162
8781	9587	3166	7568	1590
2280	6691	8778	4581	4420
395	25	6730	2840	6460
909	2281	2513	1475	3864
9077	4722	7744	6520	9452
2397	7320	2426	5568	4640
9877	5061	477	6124	2519
8618	854	1414	5910	7070
3359	6517	8559	1532	9094
4707	5851	2628	7865	9458
3088	871	709	6783	819
8524	1792	5411	1856	1067
1786	4992	3893	8816	8473
1504	9918	2296	5307	1220
6637	9929	7285	4073	6698
1476	2786	8931	1305	2854
4016	9480	2606	4677	6418
2919	797	3038	4639	7666
245	7076	6725	4	1823
4682	2795	1140	8609	4499
7883	5947	7104	6623	4960
3696	8763	9445	491	5580
726	4899	8774	2367	200
3109	7033	1423	9288	930
2188	6251	2641	9075	7199
4738	8531	4679	4576	788
9423	7965	1007	9382	7903
867	8888	1386	380	2178
9755	3786	3973	2937	9867
8763	7442	721	4570	2732
6340	9304	7251	9303	7512
2651	3222	1294	1267	2748
1530	3470	3947	4201	7578
6225	3720	5176	1901	2028
68	9210	4546	4378	380
5123	2220	9003	4093	4344
4574	8759	6933	9929	5732
9235	8841	4925	6675	6777
4897	9601	8890	3342	5836
8244	1330	9750	3102	3062
1312	985	8488	274	8978
7954	5164	252	8893	4873
313	5429	828	1376	3010
4831	63	7357	7443	3356
6641	7804	9098	837	8812
3386	203	8722	6682	9097
6453	7122	1823	2687	2600
4588	6300	498	8925	1016
